run_id,specificity_aware_rank,display_rank,weighting,block_name,status,assignment_source,cluster_id,cluster_size,tested,n_significant_terms,best_q_value,top_term,top_go_id,top_hits,top_background_hits,top_cluster_prevalence,top_background_prevalence,top_prevalence_delta,top_lift,meaningfulness_label,member_genes
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,56,1,False,0,,,,0,0,,,,,too_small,CBX8
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,57,1,False,0,,,,0,0,,,,,too_small,ASXL1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,58,1,False,0,,,,0,0,,,,,too_small,QPRT
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,59,1,False,0,,,,0,0,,,,,too_small,BCL6
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,60,1,False,0,,,,0,0,,,,,too_small,SP1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,61,1,False,0,,,,0,0,,,,,too_small,PCGF1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,62,1,False,0,,,,0,0,,,,,too_small,SPI1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,63,1,False,0,,,,0,0,,,,,too_small,ZBTB7A
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,64,1,False,0,,,,0,0,,,,,too_small,KMT2A
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,65,1,False,0,,,,0,0,,,,,too_small,NFIX
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,66,1,False,0,,,,0,0,,,,,too_small,NFIC
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,67,1,False,0,,,,0,0,,,,,too_small,NFIA
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,68,1,False,0,,,,0,0,,,,,too_small,RUNX1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,69,1,False,0,,,,0,0,,,,,too_small,KDM2B
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,70,1,False,0,,,,0,0,,,,,too_small,CTBP1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,71,1,False,0,,,,0,0,,,,,too_small,RARA
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,72,1,False,0,,,,0,0,,,,,too_small,BCOR
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,73,1,False,0,,,,0,0,,,,,too_small,CBX7
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,74,1,False,0,,,,0,0,,,,,too_small,KAT6A
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,75,1,False,0,,,,0,0,,,,,too_small,IRX4
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,76,2,False,0,,,,0,0,,,,,too_small,PCGF5;ZBTB5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,77,1,False,0,,,,0,0,,,,,too_small,PCGF3
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,78,1,False,0,,,,0,0,,,,,too_small,CBX4
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,79,1,False,0,,,,0,0,,,,,too_small,DNMT3A
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,80,1,False,0,,,,0,0,,,,,too_small,MED1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,81,1,False,0,,,,0,0,,,,,too_small,SUV39H1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,82,1,False,0,,,,0,0,,,,,too_small,CBX3
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,83,2,False,0,,,,0,0,,,,,too_small,MLLT1;NACC1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,84,4,True,7,0.0017213200264283475,COPII-mediated Vesicle Transport,,2,3,0.5,0.02,0.48,25.0,moderate,GATA2;USP7;WT1;ZFPM1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,85,2,False,0,,,,0,0,,,,,too_small,MXD4;STAG1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,86,2,False,0,,,,0,0,,,,,too_small,CELA1;CITED1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,87,1,False,0,,,,0,0,,,,,too_small,HSPA12A
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,88,1,False,0,,,,0,0,,,,,too_small,PPP4R3A
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,89,3,True,0,,,,0,0,,,,,untested,CSN1S1;KRTAP10-3;NAA10
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,90,1,False,0,,,,0,0,,,,,too_small,SNAPC4
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,91,3,True,3,0.039563005238581396,SARS-CoV-2 Targets Host Intracellular Signalling and Regulatory Pathways,,2,18,0.6666666666666666,0.12,0.5466666666666666,5.555555555555555,moderate,ERP44;HAO2;TFEC
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,92,2,False,0,,,,0,0,,,,,too_small,IDH2;PAWR
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,93,1,False,0,,,,0,0,,,,,too_small,PIP
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,94,1,False,0,,,,0,0,,,,,too_small,CCDC96
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,95,1,False,0,,,,0,0,,,,,too_small,IDH1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,96,1,False,0,,,,0,0,,,,,too_small,REC8
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,97,2,False,0,,,,0,0,,,,,too_small,NCAPH2;S100P
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,98,1,False,0,,,,0,0,,,,,too_small,B4GALT2
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,99,2,False,0,,,,0,0,,,,,too_small,C6ORF141;CDC16
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,100,1,False,0,,,,0,0,,,,,too_small,SGO1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,101,1,False,0,,,,0,0,,,,,too_small,CDK1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,102,1,False,0,,,,0,0,,,,,too_small,USP37
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,103,1,False,0,,,,0,0,,,,,too_small,USP13
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,104,1,False,0,,,,0,0,,,,,too_small,DCAF7
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,105,1,False,0,,,,0,0,,,,,too_small,PPP4R1L
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,106,1,False,0,,,,0,0,,,,,too_small,ZNF207
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,107,1,False,0,,,,0,0,,,,,too_small,L3MBTL1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,108,1,False,0,,,,0,0,,,,,too_small,ELF4
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,109,1,False,0,,,,0,0,,,,,too_small,PML
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,110,1,False,0,,,,0,0,,,,,too_small,RNF2
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,111,2,False,0,,,,0,0,,,,,too_small,CARD8;RING1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,112,1,False,0,,,,0,0,,,,,too_small,SKP1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,113,1,False,0,,,,0,0,,,,,too_small,AVEN
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,114,1,False,0,,,,0,0,,,,,too_small,BCL2
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,115,1,False,0,,,,0,0,,,,,too_small,HRK
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,116,1,False,0,,,,0,0,,,,,too_small,BNIPL
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,117,1,False,0,,,,0,0,,,,,too_small,SHARPIN
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,118,1,False,0,,,,0,0,,,,,too_small,TP53
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,119,1,False,0,,,,0,0,,,,,too_small,YAF2
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,120,1,False,0,,,,0,0,,,,,too_small,PCGF2
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_02_05,6,6,tfidf,adaptive_modes_02_05,ok,accepted_tbs,121,1,False,0,,,,0,0,,,,,too_small,RYBP
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,0,1,False,0,,,,0,0,,,,,too_small,RGPD2
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,1,1,False,0,,,,0,0,,,,,too_small,AIRE
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,2,1,False,0,,,,0,0,,,,,too_small,NUP214
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,3,1,False,0,,,,0,0,,,,,too_small,NXF2
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,4,1,False,0,,,,0,0,,,,,too_small,NUP93
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,5,1,False,0,,,,0,0,,,,,too_small,MECOM
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,6,1,False,0,,,,0,0,,,,,too_small,KPNA4
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,7,1,False,0,,,,0,0,,,,,too_small,PML
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,8,1,False,0,,,,0,0,,,,,too_small,CEBPA
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,9,1,False,0,,,,0,0,,,,,too_small,SP1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,10,1,False,0,,,,0,0,,,,,too_small,ZBTB7A
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,11,1,False,0,,,,0,0,,,,,too_small,SPI1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,12,1,False,0,,,,0,0,,,,,too_small,BCL6
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,13,1,False,0,,,,0,0,,,,,too_small,IRX4
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,14,1,False,0,,,,0,0,,,,,too_small,NFIA
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,15,1,False,0,,,,0,0,,,,,too_small,NFIX
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,16,1,False,0,,,,0,0,,,,,too_small,CTBP1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,17,1,False,0,,,,0,0,,,,,too_small,MED1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,18,1,False,0,,,,0,0,,,,,too_small,RARA
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,19,1,False,0,,,,0,0,,,,,too_small,RUNX1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,20,1,False,0,,,,0,0,,,,,too_small,ANKRD11
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,21,1,False,0,,,,0,0,,,,,too_small,NFIC
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,22,1,False,0,,,,0,0,,,,,too_small,QPRT
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,23,1,False,0,,,,0,0,,,,,too_small,U2AF1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,24,1,False,0,,,,0,0,,,,,too_small,SMC1B
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,25,1,False,0,,,,0,0,,,,,too_small,RBM15
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,26,1,False,0,,,,0,0,,,,,too_small,CDK1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,27,1,False,0,,,,0,0,,,,,too_small,ZRSR1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,28,1,False,0,,,,0,0,,,,,too_small,SRRM1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,29,1,False,0,,,,0,0,,,,,too_small,GPATCH11
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,30,1,False,0,,,,0,0,,,,,too_small,ZRSR2
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,31,1,False,0,,,,0,0,,,,,too_small,ZRSR2P1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,32,1,False,0,,,,0,0,,,,,too_small,SRSF2
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,33,1,False,0,,,,0,0,,,,,too_small,U2AF1L4
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,34,1,False,0,,,,0,0,,,,,too_small,CARNMT1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,35,1,False,0,,,,0,0,,,,,too_small,CIRSR
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,36,1,False,0,,,,0,0,,,,,too_small,SOCS1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,37,1,False,0,,,,0,0,,,,,too_small,MAU2
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,38,1,False,0,,,,0,0,,,,,too_small,ADAR
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,39,1,False,0,,,,0,0,,,,,too_small,WAPAL
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,40,1,False,0,,,,0,0,,,,,too_small,RAD21
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,41,1,False,0,,,,0,0,,,,,too_small,CDCA5
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,42,1,False,0,,,,0,0,,,,,too_small,NIPBL
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,43,1,False,0,,,,0,0,,,,,too_small,SHARPIN
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,44,1,False,0,,,,0,0,,,,,too_small,PDS5A
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,45,1,False,0,,,,0,0,,,,,too_small,STAG2
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,46,1,False,0,,,,0,0,,,,,too_small,WAPL
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,47,1,False,0,,,,0,0,,,,,too_small,SMC1A
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,48,1,False,0,,,,0,0,,,,,too_small,BRAF
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,49,1,False,0,,,,0,0,,,,,too_small,SF3B1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,50,1,False,0,,,,0,0,,,,,too_small,BCL2
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,51,1,False,0,,,,0,0,,,,,too_small,TP53
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,52,1,False,0,,,,0,0,,,,,too_small,HRK
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,53,1,False,0,,,,0,0,,,,,too_small,BNIPL
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,54,1,False,0,,,,0,0,,,,,too_small,AVEN
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,55,1,False,0,,,,0,0,,,,,too_small,PIP
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,56,1,False,0,,,,0,0,,,,,too_small,USP13
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,57,1,False,0,,,,0,0,,,,,too_small,RNF2
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,58,1,False,0,,,,0,0,,,,,too_small,YAF2
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,59,1,False,0,,,,0,0,,,,,too_small,RYBP
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,60,1,False,0,,,,0,0,,,,,too_small,L3MBTL1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,61,1,False,0,,,,0,0,,,,,too_small,RING1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,62,1,False,0,,,,0,0,,,,,too_small,CBX7
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,63,1,False,0,,,,0,0,,,,,too_small,PCGF1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,64,1,False,0,,,,0,0,,,,,too_small,PCGF2
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,65,1,False,0,,,,0,0,,,,,too_small,USP37
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,66,1,False,0,,,,0,0,,,,,too_small,CITED1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,67,1,False,0,,,,0,0,,,,,too_small,KDM2B
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,68,1,False,0,,,,0,0,,,,,too_small,REC8
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,69,1,False,0,,,,0,0,,,,,too_small,CARD8
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,70,1,False,0,,,,0,0,,,,,too_small,ELF4
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,71,1,False,0,,,,0,0,,,,,too_small,SKP1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,72,1,False,0,,,,0,0,,,,,too_small,DEK
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,73,1,False,0,,,,0,0,,,,,too_small,PCGF5
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,74,1,False,0,,,,0,0,,,,,too_small,PCGF3
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,75,1,False,0,,,,0,0,,,,,too_small,CBX8
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,7,binary,adaptive_modes_06_09,ok,accepted_tbs,76,1,False,0,,,,0,0,,,,,too_small,DCAF7
