node_id,distribution,leaf_count,is_leaf,Child_Parent_Divergence_Test_Statistic,Child_Parent_Divergence_P_Value,Child_Parent_Divergence_P_Value_BH,Child_Parent_Divergence_Significant,Child_Parent_Divergence_df,Child_Parent_Divergence_Invalid,Child_Parent_Divergence_Tested,Child_Parent_Divergence_Ancestor_Blocked,Sibling_Divergence_Skipped,Sibling_Test_Statistic,Sibling_Degrees_of_Freedom,Sibling_Divergence_P_Value,Sibling_Divergence_P_Value_Corrected,Sibling_Divergence_Invalid,Sibling_BH_Different,Sibling_BH_Same,Sibling_Test_Method,Sibling_Projection_Dimension,Root_Stability_Subsample_Mean_ARI,Root_Stability_Subsample_Median_ARI,Root_Stability_Subsample_Q10_ARI,Root_Stability_Guard_Threshold,Root_Stability_Guard_Blocked,Root_Selective_Permutation_Observed_P_Value,Root_Selective_Permutation_P_Value,Root_Selective_Permutation_Null_Min_P_Value,Root_Selective_Permutation_Null_Q05_P_Value,Root_Selective_Permutation_Guard_Alpha,Root_Selective_Permutation_Guard_Replicates,Root_Selective_Permutation_Guard_Seed,Selective_Permutation_Observed_P_Value,Selective_Permutation_P_Value,Selective_Permutation_Null_Min_P_Value,Selective_Permutation_Null_Q05_P_Value,Selective_Permutation_Guard_Alpha,Selective_Permutation_Guard_Replicates,Selective_Permutation_Guard_Seed,Selective_Permutation_Guard_Scope,Selective_Permutation_Base_P_Value,Selective_Permutation_Guard_Refined,Root_Selective_Permutation_Guard_Would_Block,Root_Selective_Permutation_Guard_Blocked,Selective_Permutation_Guard_Would_Block,Selective_Permutation_Guard_Blocked,is_root
L107,"[0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 1.
 0. 1. 0. 1. 0. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1. 0. 1. 1. 0. 1. 1.
 1. 1. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1. 1.
 1. 0. 1. 1. 1. 0. 0. 0.]",1,True,73.49999999950386,1.0956650035980379e-16,1.0956650044134411e-16,True,2.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L108,"[0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1.
 0. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 1. 0. 1. 1. 0. 1. 1.
 0. 1. 1. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1.
 0. 0. 0. 0. 1. 1. 0. 1.]",1,True,49.99999999959999,1.5374597947414558e-12,1.5374597947414558e-12,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L109,"[0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 1. 1. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0.
 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 0. 1.
 0. 1. 1. 0. 1. 1. 0. 0.]",1,True,51.999999999584006,5.550063482398508e-13,5.550063482398508e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L110,"[0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.
 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 0. 1. 0.
 1. 0. 1. 0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 1.]",1,True,53.99999999956801,2.0048960807210924e-13,2.0048960807210924e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L111,"[0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1.
 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 1. 1. 1. 1.
 1. 1. 0. 1. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 1. 1.
 0. 1. 1. 0. 0. 0. 1. 0.]",1,True,71.24999999951908,3.374885804826847e-16,3.3748858072614626e-16,True,2.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L112,"[0. 1. 1. 0. 1. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 1. 1. 0. 1. 1. 0. 1.
 1. 1. 0. 1. 1. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 1. 1. 1.
 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 1. 1. 1. 0. 1. 1.
 1. 1. 1. 0. 0. 1. 0. 0.]",1,True,59.999999999519986,9.48573757338727e-15,9.48573757338727e-15,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L113,"[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1. 1. 1. 1.
 0. 1. 1. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0.
 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1.
 0. 1. 0. 0. 1. 0. 1. 1.]",1,True,68.24999999953927,1.5125188824978815e-15,1.5125188835430013e-15,True,2.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L114,"[1. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 1. 1. 1.
 1. 1. 1. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.
 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0.
 0. 1. 1. 0. 0. 1. 0. 0.]",1,True,57.99999999953601,2.621177826289874e-14,2.621177826289874e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L115,"[0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1.
 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0.
 1. 0. 0. 0. 0. 0. 1. 1.]",1,True,59.999999999519986,9.48573757338727e-15,9.48573757338727e-15,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L116,"[1. 0. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 1. 1. 1. 1. 0.
 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1. 1. 1.
 0. 1. 1. 0. 1. 0. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0.
 1. 1. 1. 1. 1. 0. 1. 0.]",1,True,64.49999999956462,9.862862048727494e-15,9.862862055168453e-15,True,2.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L117,"[1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 1.
 1. 1. 0. 1. 1. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 1. 1.
 1. 0. 0. 1. 0. 1. 1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0.
 0. 0. 1. 1. 0. 1. 0. 1.]",1,True,55.99999999955201,7.247101966014248e-14,7.247101966014248e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L118,"[0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1. 0. 1. 1. 1.
 1. 0. 1. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 0. 1. 1. 0. 1. 1. 0. 0. 1.
 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1.
 1. 0. 0. 1. 1. 1. 1. 0.]",1,True,51.999999999584006,5.550063482398508e-13,5.550063482398508e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L119,"[0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0.
 0. 1. 1. 1. 0. 1. 1. 1. 1. 0. 1. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0.
 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 1.
 1. 0. 1. 1. 1. 1. 0. 0.]",1,True,57.99999999953601,2.621177826289874e-14,2.621177826289874e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L120,"[0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 1.
 1. 1. 1. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0.
 1. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1.
 1. 1. 0. 1. 1. 1. 0. 1.]",1,True,71.999999999514,2.3195228308072073e-16,2.319522832498077e-16,True,2.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L121,"[0. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1.
 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 1. 0. 1.
 1. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 1. 0. 1. 1. 0. 0.]",1,True,51.999999999584006,5.550063482398508e-13,5.550063482398508e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L122,"[0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0.
 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 1. 1. 1. 0. 1. 0.
 1. 0. 1. 1. 1. 0. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0.
 1. 0. 0. 0. 0. 1. 1. 1.]",1,True,55.99999999955201,7.247101966014248e-14,7.247101966014248e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L123,"[1. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 0.
 0. 0. 1. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1.
 0. 0. 0. 1. 1. 1. 0. 1. 1. 1. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0.
 0. 1. 1. 0. 0. 1. 1. 1.]",1,True,55.99999999955201,7.247101966014248e-14,7.247101966014248e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L124,"[0. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.
 0. 1. 1. 1. 1. 1. 1. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 1. 1.
 0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 1. 1.
 0. 1. 1. 0. 1. 1. 1. 1.]",1,True,57.99999999953601,2.621177826289874e-14,2.621177826289874e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L125,"[1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1. 1. 0.
 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 0. 1. 1. 1. 1. 1.
 0. 0. 1. 0. 1. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1.
 1. 0. 1. 1. 0. 0. 1. 0.]",1,True,57.999999999535994,2.621177826289893e-14,2.621177826289893e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L126,"[0. 1. 1. 1. 0. 1. 0. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 0. 0. 1.
 1. 0. 1. 1. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 0.
 0. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1.
 0. 1. 0. 0. 0. 0. 0. 0.]",1,True,51.999999999584006,5.550063482398508e-13,5.550063482398508e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L127,"[1. 1. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.
 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1.
 0. 1. 1. 0. 0. 1. 1. 0.]",1,True,51.999999999584006,5.550063482398508e-13,5.550063482398508e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L128,"[1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 0. 1. 1. 0. 1. 1. 0.
 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 1. 1. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 1. 1. 0. 1. 0. 0.
 1. 0. 1. 0. 0. 1. 0. 0.]",1,True,53.99999999956801,2.0048960807210924e-13,2.0048960807210924e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L129,"[1. 1. 0. 0. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 0. 0. 0. 1. 1. 1. 1.
 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 1.
 1. 1. 1. 1. 0. 1. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1.
 0. 1. 1. 1. 1. 0. 0. 0.]",1,True,69.91054833988636,6.59351979830536e-16,6.593519810294688e-16,True,2.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L130,"[1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1. 0. 0.
 0. 1. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0.
 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 1.
 1. 1. 1. 1. 1. 0. 1. 0.]",1,True,49.99999999959999,1.5374597947414558e-12,1.5374597947414558e-12,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L131,"[1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 0. 0.
 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0.
 1. 1. 0. 0. 1. 1. 0. 1.]",1,True,77.24999999947853,1.6802567030205394e-17,1.6802567043347287e-17,True,2.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L132,"[1. 0. 0. 1. 1. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1.
 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 0.
 1. 0. 1. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1.
 1. 0. 0. 0. 1. 1. 0. 1.]",1,True,57.99999999953601,2.621177826289874e-14,2.621177826289874e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L133,"[0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0. 0. 0. 1. 1. 0.
 1. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 0.
 0. 0. 0. 1. 0. 0. 1. 0.]",1,True,53.99999999956801,2.0048960807210924e-13,2.0048960807210924e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L134,"[0. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 0. 1. 1. 1. 0. 0. 1. 0. 1.
 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1.
 0. 0. 1. 0. 1. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1.
 0. 1. 1. 1. 1. 0. 1. 1.]",1,True,53.99999999956801,2.0048960807210924e-13,2.0048960807210924e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L135,"[0. 0. 0. 0. 1. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1.
 0. 1. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 1.
 0. 1. 1. 1. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 1.
 0. 0. 0. 0. 0. 1. 1. 1.]",1,True,53.99999999956801,2.0048960807210924e-13,2.0048960807210924e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L136,"[1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1.
 1. 1. 1. 1. 1. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0.
 1. 1. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1.
 1. 0. 1. 1. 1. 1. 0. 0.]",1,True,55.99999999955201,7.247101966014248e-14,7.247101966014248e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L137,"[0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 1. 1. 0. 1. 1. 1. 1. 0.
 1. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0.
 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1.
 0. 0. 1. 1. 0. 1. 1. 1.]",1,True,55.99999999955201,7.247101966014248e-14,7.247101966014248e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L138,"[1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1.
 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0. 0. 1. 1. 0. 1. 1. 0. 1. 1. 1.
 0. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 0. 1. 1. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0.]",1,True,51.999999999584006,5.550063482398508e-13,5.550063482398508e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L139,"[1. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1.
 1. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.
 1. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 1. 1.
 1. 1. 1. 0. 1. 0. 1. 0.]",1,True,76.49999999948363,2.4447590772433285e-17,2.444759079136928e-17,True,2.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L140,"[0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0.
 0. 1. 1. 1. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 1.
 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 0.
 0. 0. 1. 0. 1. 1. 1. 0.]",1,True,43.999999999648004,3.283758650463915e-11,3.283758650463915e-11,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L141,"[0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 1. 0. 1. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0.
 1. 1. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1.
 1. 0. 0. 1. 0. 1. 1. 1.]",1,True,53.99999999956801,2.0048960807210924e-13,2.0048960807210924e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L142,"[1. 0. 1. 1. 1. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1.
 1. 0. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 1. 0. 0. 1. 1. 1. 1. 1. 0. 0. 0. 0.
 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 0. 1. 1. 1. 1. 0. 0. 1.
 1. 1. 1. 0. 0. 0. 1. 1.]",1,True,59.999999999519986,9.48573757338727e-15,9.48573757338727e-15,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L143,"[1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1. 1. 1. 1.
 0. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1.
 1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0.
 0. 1. 1. 0. 0. 0. 1. 1.]",1,True,49.99999999959999,1.5374597947414558e-12,1.5374597947414558e-12,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L144,"[0. 0. 1. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0.
 1. 0. 1. 0. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 0. 1. 1. 1. 1. 1. 0.
 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 1.
 0. 0. 1. 0. 0. 1. 1. 0.]",1,True,57.99999999953601,2.621177826289874e-14,2.621177826289874e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
