test_case,case_id,method,run_id,sample_id,cluster_label
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S15,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S16,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S17,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S18,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S19,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S20,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S21,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S22,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S23,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S24,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S25,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S26,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S27,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S28,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S29,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S30,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S31,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S32,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S33,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S34,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S35,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S36,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S37,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S38,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S39,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S40,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S41,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S42,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S43,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S44,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S45,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S46,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S47,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S48,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S49,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S50,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S51,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S52,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S53,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S54,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S55,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S56,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S57,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S58,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S59,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S0,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S1,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S2,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S3,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S4,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S5,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S6,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S7,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S8,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S9,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S10,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S11,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S12,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S13,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S14,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S15,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S16,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S17,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S18,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S19,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S20,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S21,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S22,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S23,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S24,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S25,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S26,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S27,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S28,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S29,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S30,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S31,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S32,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S33,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S34,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S35,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S36,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S37,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S38,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S39,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S40,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S41,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S42,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S43,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S44,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S45,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S46,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S47,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S48,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S49,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S50,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S51,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S52,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S53,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S54,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S55,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S56,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S57,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S58,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_centroid,S59,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S0,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S1,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S2,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S3,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S4,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S5,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S6,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S7,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S8,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S9,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S10,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S11,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S12,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S13,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S14,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S15,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S16,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S17,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S18,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S19,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S20,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S21,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S22,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S23,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S24,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S25,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S26,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S27,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S28,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S29,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S30,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S31,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S32,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S33,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S34,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S35,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S36,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S37,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S38,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S39,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S40,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S41,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S42,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S43,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S44,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S45,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S46,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S47,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S48,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S49,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S50,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S51,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S52,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S53,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S54,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S55,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S56,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S57,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S58,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_median,S59,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S0,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S1,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S2,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S3,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S4,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S5,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S6,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S7,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S8,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S9,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S10,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S11,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S12,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S13,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S14,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S15,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S16,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S17,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S18,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S19,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S20,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S21,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S22,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S23,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S24,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S25,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S26,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S27,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S28,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S29,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S30,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S31,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S32,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S33,0
13,gauss_clear_medium_continuous::normalized_branch_length,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_ward,S34,0
